brand,model,year,mileage,fuel_type,transmission,owners,origin,car_type,seats,condition,price
Toyota,Innova,2021.0,58000.0,Xăng,Tự động,,Việt Nam,Minivan (MPV),8.0,Đã sử dụng,701000000
Mazda,CX 5,2021.0,62000.0,Xăng,Tự động,1.0,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,700000000
Mitsubishi,Xforce,2024.0,5000.0,Xăng,Tự động,1.0,Thái Lan,SUV / Cross over,5.0,Đã sử dụng,669000000
Mazda,CX 5,2020.0,54000.0,Xăng,Tự động,1.0,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,688000000
Ford,Everest,2023.0,59000.0,Xăng,Tự động,,Thái Lan,SUV / Cross over,7.0,Đã sử dụng,1235000000
VinFast,VF7,2025.0,,Điện,Tự động,,Việt Nam,SUV / Cross over,5.0,Mới,799000000
Toyota,1116,2022.0,63000.0,Xăng,Tự động,1.0,Nước khác,Minivan (MPV),7.0,Đã sử dụng,565000000
Mitsubishi,Triton,2018.0,130000.0,Dầu,Tự động,1.0,Thái Lan,Pick-up (bán tải),5.0,Đã sử dụng,430000000
Mitsubishi,Xpander,2023.0,48000.0,Xăng,Tự động,1.0,Nước khác,Minivan (MPV),2.0,Đã sử dụng,580000000
Toyota,Hilux,2010.0,114000.0,Dầu,Số sàn,1.0,Thái Lan,--,,Đã sử dụng,280000000
Mitsubishi,Xpander,2023.0,35313.0,Xăng,Tự động,1.0,Nhật Bản,Minivan (MPV),7.0,Đã sử dụng,585000000
Honda,Civic,2019.0,80000.0,Xăng,Tự động,,Thái Lan,Sedan,5.0,Đã sử dụng,455000000
Toyota,Corolla Cross,2021.0,54200.0,Xăng,5,,Thái Lan,SUV / Cross over,5.0,Đã sử dụng,705000000
Hyundai,Tucson,2020.0,60000.0,Xăng,Tự động,,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,675000000
Toyota,Yaris Cross,2024.0,22000.0,Xăng,Tự động,1.0,Nước khác,Hatchback,5.0,Đã sử dụng,655000000
Mercedes Benz,GLC Class,2024.0,,Xăng,Tự động,,Đức,SUV / Cross over,5.0,Mới,2299000000
Ford,Escape,2009.0,123456.0,Xăng,Tự động,,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,235000000
Toyota,Corolla Cross,2021.0,35057.0,Xăng,5,1.0,Thái Lan,SUV / Cross over,5.0,Đã sử dụng,685000000
Mazda,CX 5,2020.0,59000.0,Xăng,Tự động,1.0,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,655000000
Chevrolet,Vivant,2008.0,50000.0,Xăng,Số sàn,,Hàn Quốc,Hatchback,7.0,Đã sử dụng,80000000
VinFast,Fadil,2019.0,80000.0,Xăng,Tự động,,Việt Nam,Hatchback,5.0,Đã sử dụng,275000000
Hyundai,Santa Fe,2024.0,,Xăng,Tự động,,Việt Nam,SUV / Cross over,7.0,Mới,1220000000
Honda,CR V,2023.0,12000.0,Xăng,Tự động,,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,978000000
Toyota,Corolla Altis,2016.0,58000.0,Xăng,Tự động,1.0,Việt Nam,Sedan,5.0,Đã sử dụng,460000000
Hyundai,Tucson,2019.0,70000.0,Xăng,Tự động,,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,660000000
VinFast,VF5,2025.0,,Điện,Tự động,,Việt Nam,SUV / Cross over,5.0,Mới,495000000
Buick,LaCrosse,2009.0,120000.0,Xăng,Tự động,,Đài Loan,Sedan,5.0,Đã sử dụng,230000000
Toyota,Rush,2021.0,10000.0,Xăng,Tự động,1.0,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,545000000
Audi,Q7,2008.0,90000.0,Xăng,Tự động,1.0,Đức,SUV / Cross over,7.0,Đã sử dụng,350000000
Ford,Ranger,2018.0,56000.0,Dầu,Tự động,,Thái Lan,Pick-up (bán tải),5.0,Đã sử dụng,630000000
Hyundai,Tucson,2017.0,82000.0,Xăng,Tự động,,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,605000000
Ford,Escape,2009.0,215000.0,Xăng,Tự động,,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,210000000
Toyota,Vios,2022.0,78000.0,Xăng,Tự động,,Việt Nam,Sedan,2.0,Đã sử dụng,419000000
Peugeot,5008,2020.0,33000.0,Xăng,Tự động,1.0,Việt Nam,--,5.0,Đã sử dụng,720000000
Mazda,CX 8,2024.0,,Xăng,Tự động,,Nhật Bản,SUV / Cross over,7.0,Mới,950000000
Toyota,Vios,2024.0,,Xăng,Tự động,,Việt Nam,Sedan,5.0,Mới,545000000
Kia,Sportage,2024.0,,Xăng,Tự động,,Việt Nam,SUV / Cross over,5.0,Mới,784000000
Chevrolet,Captiva,2008.0,100000.0,Xăng,Tự động,,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,138000000
Peugeot,3008,2018.0,65000.0,Xăng,Tự động,,Việt Nam,Minivan (MPV),5.0,Đã sử dụng,615000000
Toyota,Corolla Altis,2018.0,83000.0,Xăng,Tự động,1.0,Việt Nam,Sedan,5.0,Đã sử dụng,499000000
Toyota,Camry,2019.0,70042.0,Xăng,Tự động,1.0,Thái Lan,Sedan,5.0,Đã sử dụng,860000000
Honda,City,2022.0,36000.0,Xăng,Tự động,,Việt Nam,Sedan,5.0,Đã sử dụng,475000000
Toyota,Vios,2020.0,78094.0,Xăng,5,1.0,Việt Nam,Sedan,5.0,Đã sử dụng,430000000
Kia,Morning,2010.0,108.0,Xăng,Tự động,,Việt Nam,Hatchback,5.0,Đã sử dụng,169000000
Toyota,Innova,2018.0,75000.0,Xăng,Số sàn,1.0,Nhật Bản,--,7.0,Đã sử dụng,389000000
Mitsubishi,Xpander,2019.0,96000.0,Xăng,Số sàn,,Đang cập nhật,--,7.0,Đã sử dụng,390000000
MINI,Clubman,2022.0,6000.0,Xăng,Tự động,,Nước khác,--,,Đã sử dụng,1979000000
Kia,Cerato,2018.0,83000.0,Xăng,Tự động,,Việt Nam,Sedan,5.0,Đã sử dụng,418000000
Hyundai,Grand i10,2018.0,80000.0,Xăng,Số sàn,1.0,Việt Nam,Hatchback,5.0,Đã sử dụng,240000000
Toyota,Veloz Cross,2022.0,15900.0,Xăng,Tự động,1.0,Nước khác,Minivan (MPV),7.0,Đã sử dụng,587000000
BMW,4 Series,2015.0,56000.0,Xăng,Tự động,,Đức,Sedan,,Đã sử dụng,790000000
Ford,Everest,2024.0,,Dầu,Tự động,,Thái Lan,--,7.0,Mới,1099000000
Hyundai,Accent,2022.0,22000.0,Xăng,Tự động,,Đang cập nhật,Sedan,5.0,Đã sử dụng,399000000
Honda,HR-V,2025.0,,Xăng,Tự động,,Thái Lan,SUV / Cross over,5.0,Mới,699000000
Mitsubishi,Attrage,2016.0,57000.0,Xăng,Tự động,1.0,Thái Lan,Sedan,5.0,Đã sử dụng,260000000
Nissan,Navara,2019.0,75.0,Dầu,Tự động,,Thái Lan,Pick-up (bán tải),5.0,Đã sử dụng,505000000
BMW,3 Series,2016.0,68000.0,Xăng,Tự động,,Đức,Sedan,4.0,Đã sử dụng,550000000
Isuzu,Dmax,2017.0,130000.0,Dầu,Tự động,,Thái Lan,Pick-up (bán tải),5.0,Đã sử dụng,395000000
Chevrolet,Captiva,2009.0,90000.0,Xăng,Tự động,,Mỹ,SUV / Cross over,7.0,Đã sử dụng,184000000
Mazda,CX 5,2017.0,110000.0,Xăng,Tự động,,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,518000000
Honda,City,2019.0,143.0,Xăng,Tự động,,Việt Nam,Sedan,5.0,Đã sử dụng,37900000
Honda,CR V,2013.0,159111.0,Xăng,Tự động,,Thái Lan,SUV / Cross over,5.0,Đã sử dụng,410000000
Kia,Carens,2015.0,89000.0,Xăng,Số sàn,1.0,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,235000000
Mercedes Benz,GL Class,2007.0,56000.0,Xăng,Tự động,,Đức,SUV / Cross over,7.0,Đã sử dụng,319000000
Ford,Transit,2022.0,995000.0,Dầu,Số sàn,1.0,Việt Nam,Van,16.0,Đã sử dụng,630000000
Toyota,Vios,2015.0,110000.0,Xăng,Số sàn,1.0,Việt Nam,Sedan,5.0,Đã sử dụng,189900000
Mercedes Benz,GLC Class,2019.0,63000.0,Xăng,Tự động,1.0,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,1050000000
VinFast,VF8,2024.0,,Điện,Tự động,,Việt Nam,SUV / Cross over,5.0,Mới,969000000
Kia,Carnival,2022.0,39000.0,Dầu,Tự động,1.0,Việt Nam,Minivan (MPV),7.0,Đã sử dụng,1219000000
Kia,Soluto,2020.0,28000.0,Xăng,Tự động,1.0,Việt Nam,Sedan,5.0,Đã sử dụng,335000000
Mazda,CX-30,2024.0,,Xăng,Tự động,,Thái Lan,SUV / Cross over,5.0,Mới,679000000
Hyundai,Stargazer,2023.0,65000.0,Xăng,Tự động,1.0,Nước khác,Kiểu dáng khác,5.0,Đã sử dụng,488000000
Mazda,2,2023.0,35000.0,Xăng,Tự động,,Thái Lan,--,4.0,Đã sử dụng,395000000
Mitsubishi,Xpander Cross,2020.0,68000.0,Xăng,Tự động,,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,475000000
Hãng khác,Dòng khác,2024.0,2000.0,Xăng,Số sàn,1.0,Trung Quốc,Van,5.0,Đã sử dụng,329000000
Mazda,3,2012.0,120000.0,Xăng,Tự động,,Việt Nam,Sedan,5.0,Đã sử dụng,255000000
Kia,Carnival,2022.0,26000.0,Xăng,Tự động,1.0,Việt Nam,SUV / Cross over,6.0,Đã sử dụng,1280000000
Ford,Ranger,2019.0,6666.0,Dầu,Tự động,1.0,Thái Lan,Pick-up (bán tải),5.0,Đã sử dụng,635000000
Chevrolet,Spark,2010.0,12345.0,Xăng,Số sàn,,Đang cập nhật,--,,Đã sử dụng,65000000
Ford,Ranger,2022.0,17000.0,Dầu,Tự động,1.0,Đang cập nhật,Pick-up (bán tải),,Đã sử dụng,565000000
Toyota,Veloz Cross,2022.0,47028.0,Xăng,Tự động,,Nước khác,Minivan (MPV),7.0,Đã sử dụng,575000000
Toyota,Veloz Cross,2025.0,,Xăng,Tự động,,Việt Nam,Minivan (MPV),7.0,Mới,660000000
Toyota,Vios,2019.0,70299.0,Xăng,Số sàn,1.0,Đang cập nhật,Sedan,5.0,Đã sử dụng,345000000
Nissan,X trail,2019.0,56.0,Xăng,Tự động,,Thái Lan,SUV / Cross over,7.0,Đã sử dụng,695000000
Toyota,Fortuner,2015.0,123.0,Dầu,Số sàn,,Đang cập nhật,--,,Đã sử dụng,505000000
Toyota,Hilux,2019.0,73000.0,Dầu,Tự động,1.0,Thái Lan,Pick-up (bán tải),5.0,Đã sử dụng,715000000
Toyota,Vios,2016.0,75340.0,Xăng,Tự động,,Việt Nam,Sedan,5.0,Đã sử dụng,325000000
Honda,CR V,2021.0,46000.0,Xăng,Tự động,,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,855000000
Hyundai,Azera,2006.0,200000.0,Xăng,Tự động,,Hàn Quốc,--,,Đã sử dụng,205000000
Mazda,CX 5,2024.0,,Xăng,Tự động,,Nhật Bản,SUV / Cross over,5.0,Mới,714000000
Nissan,Navara,2017.0,86000.0,Dầu,Tự động,,Thái Lan,Pick-up (bán tải),5.0,Đã sử dụng,415000000
Toyota,Innova,2008.0,179120.0,Xăng,Số sàn,,Việt Nam,Minivan (MPV),8.0,Đã sử dụng,200000000
Chevrolet,Spark,2008.0,200000.0,Xăng,Số sàn,,Việt Nam,Hatchback,5.0,Đã sử dụng,50000000
Honda,HR-V,2023.0,30000.0,Xăng,Tự động,,Thái Lan,--,,Đã sử dụng,815000000
Mazda,3,2019.0,70000.0,Xăng,Tự động,1.0,Việt Nam,Hatchback,5.0,Đã sử dụng,453000000
Ford,Ranger,2021.0,65000.0,Dầu,Tự động,,Thái Lan,Pick-up (bán tải),5.0,Đã sử dụng,719000000
Ford,Transit,2019.0,112000.0,Dầu,Số sàn,,Đang cập nhật,Van,7.0,Đã sử dụng,690000000
Hyundai,Creta,2022.0,48000.0,Xăng,Tự động,1.0,Nước khác,SUV / Cross over,5.0,Đã sử dụng,585000000
Toyota,Vios,2022.0,43000.0,Xăng,Tự động,1.0,Việt Nam,Sedan,5.0,Đã sử dụng,499000000
Ford,Everest,2019.0,850000.0,Dầu,Tự động,1.0,Thái Lan,SUV / Cross over,7.0,Đã sử dụng,868000000
Toyota,Innova,2019.0,87228.0,Xăng,Tự động,1.0,Đang cập nhật,Minivan (MPV),8.0,Đã sử dụng,610000000
Mazda,CX 5,2024.0,,Xăng,Tự động,,Việt Nam,SUV / Cross over,5.0,Mới,725000000
Kia,Cerato,2018.0,88000.0,Xăng,Tự động,1.0,Việt Nam,Sedan,5.0,Đã sử dụng,348000000
Kia,Picanto,2014.0,111000.0,Xăng,Số sàn,,Đang cập nhật,Hatchback,5.0,Đã sử dụng,195000000
Ford,Transit,2006.0,99999.0,Dầu,Số sàn,,Việt Nam,--,6.0,Đã sử dụng,120000000
Mitsubishi,Xforce,2024.0,10000.0,Xăng,Tự động,1.0,Nước khác,SUV / Cross over,5.0,Đã sử dụng,660000000
Mitsubishi,Mirage,2013.0,48215.0,Xăng,Số sàn,,Thái Lan,Hatchback,5.0,Đã sử dụng,265000000
Ford,Focus,2016.0,93000.0,Xăng,Tự động,1.0,Việt Nam,Sedan,5.0,Đã sử dụng,335000000
Ford,Ranger,2019.0,66666.0,Dầu,Tự động,1.0,Thái Lan,Pick-up (bán tải),5.0,Đã sử dụng,900000000
Toyota,Vios,2019.0,90000.0,Xăng,Số sàn,1.0,Việt Nam,Sedan,5.0,Đã sử dụng,296000000
Ford,Everest,2015.0,91000.0,Dầu,Số sàn,,Đang cập nhật,SUV / Cross over,7.0,Đã sử dụng,359000000
Luxgen,5,2012.0,130.0,Xăng,Tự động,1.0,Đài Loan,Sedan,5.0,Đã sử dụng,220000000
Honda,CR V,2020.0,32000.0,Xăng,Tự động,1.0,Thái Lan,SUV / Cross over,7.0,Đã sử dụng,855000000
Peugeot,5008,2020.0,60000.0,Xăng,Tự động,,Đang cập nhật,--,,Đã sử dụng,739000000
Mitsubishi,Xpander,2023.0,40000.0,Xăng,Tự động,1.0,Nước khác,Minivan (MPV),7.0,Đã sử dụng,585000000
Honda,Odyssey,2007.0,120000.0,Xăng,Tự động,1.0,Mỹ,SUV / Cross over,8.0,Đã sử dụng,300000000
Toyota,Innova,2018.0,81000.0,Xăng,Số sàn,,Việt Nam,Minivan (MPV),8.0,Đã sử dụng,530000000
Mercedes Benz,GLC Class,2018.0,68000.0,Xăng,Tự động,1.0,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,1099000000
Toyota,Innova,2017.0,90000.0,Xăng,Số sàn,,Việt Nam,Minivan (MPV),8.0,Đã sử dụng,380000000
Toyota,Fortuner,2010.0,180000.0,Xăng,Tự động,1.0,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,320000000
Toyota,Fortuner,2016.0,101.0,Xăng,Tự động,1.0,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,495000000
Kia,Carnival,2021.0,48000.0,Dầu,Tự động,1.0,Việt Nam,Minivan (MPV),7.0,Đã sử dụng,1179000000
Mitsubishi,Jolie,2005.0,130000.0,Xăng,Số sàn,,Nhật Bản,SUV / Cross over,8.0,Đã sử dụng,90000000
Chevrolet,Aveo,2015.0,80000.0,Xăng,Tự động,1.0,Đang cập nhật,Sedan,5.0,Đã sử dụng,196000000
Mitsubishi,Grandis,2005.0,91686.0,Xăng,Tự động,,Việt Nam,Minivan (MPV),5.0,Đã sử dụng,213000000
BMW,X5,2007.0,200.0,Xăng,Tự động,,Mỹ,SUV / Cross over,7.0,Đã sử dụng,415000000
Toyota,Corolla Altis,2009.0,70000.0,Xăng,Tự động,1.0,Nước khác,Sedan,5.0,Đã sử dụng,295000000
Nissan,Navara,2025.0,,Dầu,Tự động,,Thái Lan,--,5.0,Mới,846000000
Daewoo,Matiz,2008.0,200000.0,Xăng,Số sàn,1.0,Việt Nam,Hatchback,5.0,Đã sử dụng,35000000
Mercedes Benz,GLA Class,2014.0,110000.0,Xăng,Tự động,1.0,Đức,SUV / Cross over,5.0,Đã sử dụng,470000000
Toyota,Vios,2016.0,72000.0,Xăng,Tự động,,Việt Nam,Sedan,5.0,Đã sử dụng,329000000
Mazda,3,2016.0,93000.0,Xăng,Tự động,,Việt Nam,Sedan,5.0,Đã sử dụng,369000000
Kia,Morning,2016.0,76000.0,Xăng,Tự động,,Việt Nam,Hatchback,5.0,Đã sử dụng,255000000
Ford,Ranger,2023.0,34000.0,Dầu,Tự động,,Việt Nam,--,,Đã sử dụng,1175000000
Mercedes Benz,E Class,2018.0,77000.0,Xăng,Tự động,,Việt Nam,Sedan,5.0,Đã sử dụng,1049000000
Chevrolet,Colorado,2018.0,88000.0,Dầu,Tự động,,Thái Lan,Pick-up (bán tải),5.0,Đã sử dụng,399000000
Subaru,Tribeca,2013.0,130000.0,Xăng,Tự động,,Mỹ,SUV / Cross over,7.0,Đã sử dụng,479000000
Mazda,CX 8,2020.0,82000.0,Xăng,Tự động,,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,709000000
Hyundai,Accent,2019.0,71000.0,Xăng,Số sàn,1.0,Việt Nam,Sedan,5.0,Đã sử dụng,319000000
Lexus,RX,2019.0,44000.0,Xăng,Tự động,,Nhật Bản,SUV / Cross over,7.0,Đã sử dụng,2939000000
Toyota,Veloz Cross,2022.0,60000.0,Xăng,Tự động,,Nước khác,Minivan (MPV),9.0,Đã sử dụng,559000000
Kia,Morning,2022.0,26000.0,Xăng,Tự động,1.0,Việt Nam,Hatchback,,Đã sử dụng,369000000
Toyota,Wigo,2018.0,70000.0,Xăng,Tự động,1.0,Việt Nam,Hatchback,5.0,Đã sử dụng,295000000
Suzuki,XL 7,2022.0,33000.0,Xăng,Tự động,1.0,Nước khác,Minivan (MPV),7.0,Đã sử dụng,489000000
Kia,K5,2022.0,56000.0,Xăng,Tự động,1.0,Việt Nam,Sedan,5.0,Đã sử dụng,779000000
Chevrolet,Cruze,2016.0,100000.0,Xăng,Tự động,1.0,Việt Nam,Kiểu dáng khác,5.0,Đã sử dụng,275000000
Audi,A5,2010.0,44000.0,Xăng,Tự động,,Đức,Mui trần,4.0,Đã sử dụng,768000000
Hyundai,Kona,2019.0,59000.0,Xăng,Tự động,,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,479000000
Hyundai,Grand i10,2021.0,58000.0,Xăng,Tự động,,Việt Nam,Sedan,5.0,Đã sử dụng,339000000
Toyota,Innova,2007.0,189000.0,Xăng,Số sàn,,Việt Nam,Minivan (MPV),8.0,Đã sử dụng,185000000
Toyota,Veloz Cross,2022.0,53000.0,Xăng,Tự động,1.0,Việt Nam,Minivan (MPV),7.0,Đã sử dụng,525000000
Hyundai,Tucson,2021.0,43000.0,Xăng,Tự động,1.0,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,728000000
Mazda,2,2023.0,12000.0,Xăng,Tự động,1.0,Thái Lan,Sedan,5.0,Đã sử dụng,425000000
Honda,City,2022.0,25000.0,Xăng,Tự động,,Đang cập nhật,Sedan,5.0,Đã sử dụng,495000000
Ford,Everest,2018.0,70000.0,Dầu,Tự động,1.0,Thái Lan,SUV / Cross over,7.0,Đã sử dụng,865000000
Ford,Focus,2007.0,300000.0,Xăng,Số sàn,,Mỹ,Sedan,5.0,Đã sử dụng,92000000
Chevrolet,Colorado,2016.0,123456.0,Dầu,Tự động,,Đang cập nhật,--,,Đã sử dụng,400000000
Mazda,CX 8,2024.0,20000.0,Xăng,Tự động,,Việt Nam,SUV / Cross over,,Đã sử dụng,1085000000
Toyota,Vios,2016.0,110000.0,Xăng,Số sàn,,Đang cập nhật,--,,Đã sử dụng,7500000
Toyota,Innova,2015.0,105944.0,Xăng,Tự động,1.0,Việt Nam,--,7.0,Đã sử dụng,445000000
Ford,Transit,2018.0,150000.0,Dầu,Số sàn,1.0,Việt Nam,Minivan (MPV),16.0,Đã sử dụng,425000000
BMW,5 Series,2016.0,93000.0,Xăng,Tự động,,Đức,--,,Đã sử dụng,710000000
Ford,EcoSport,2017.0,87000.0,Xăng,Tự động,,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,385000000
Toyota,Innova,2009.0,999.0,Xăng,Số sàn,1.0,Việt Nam,Minivan (MPV),8.0,Đã sử dụng,138000000
Mazda,3,2014.0,98000.0,Xăng,Tự động,1.0,Việt Nam,Sedan,5.0,Đã sử dụng,340000000
Mitsubishi,Jolie,2005.0,150000.0,Xăng,Số sàn,,Nhật Bản,SUV / Cross over,8.0,Đã sử dụng,135000000
Chevrolet,Spark,2011.0,123564.0,Xăng,Số sàn,,Đang cập nhật,Hatchback,5.0,Đã sử dụng,52000000
Honda,Civic,2007.0,186386.0,Xăng,Tự động,,Nhật Bản,Sedan,5.0,Đã sử dụng,218000000
Kia,Sorento,2022.0,70000.0,Dầu,Tự động,1.0,Việt Nam,SUV / Cross over,6.0,Đã sử dụng,980000000
Kia,Morning,2016.0,100000.0,Xăng,Số sàn,,Việt Nam,Hatchback,5.0,Đã sử dụng,179000000
Lexus,HS,2010.0,75000.0,Xăng,Tự động,,Nhật Bản,SUV / Cross over,5.0,Đã sử dụng,580000000
Toyota,Innova,2008.0,222222.0,Xăng,Số sàn,,Việt Nam,Minivan (MPV),8.0,Đã sử dụng,185000000
Ford,Ranger,2023.0,16000.0,Dầu,Tự động,,Việt Nam,--,,Đã sử dụng,895000000
Toyota,Camry,1991.0,295000.0,Xăng,Số sàn,1.0,Mỹ,Sedan,5.0,Đã sử dụng,42000000
Ford,Everest,2023.0,18900.0,Dầu,Tự động,1.0,Thái Lan,SUV / Cross over,7.0,Đã sử dụng,1110000000
Toyota,Vios,2022.0,40000.0,Xăng,Số sàn,1.0,Việt Nam,Sedan,5.0,Đã sử dụng,365000000
Honda,CR V,2020.0,59000.0,Xăng,Tự động,,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,908000000
Mitsubishi,Xpander,2021.0,57000.0,Xăng,Tự động,,Nước khác,Minivan (MPV),7.0,Đã sử dụng,499000000
Toyota,Wigo,2019.0,200000.0,Xăng,Số sàn,,Nước khác,Hatchback,5.0,Đã sử dụng,190000000
Ford,Transit,2024.0,30000.0,Dầu,Số sàn,,Việt Nam,--,,Đã sử dụng,760000000
Toyota,Corolla Altis,2018.0,80000.0,Xăng,Tự động,1.0,Việt Nam,Sedan,5.0,Đã sử dụng,505000000
Kia,Carnival,2022.0,43000.0,Dầu,Tự động,,Việt Nam,--,,Đã sử dụng,1220000000
Kia,Cerato,2017.0,158000.0,Xăng,Số sàn,,Việt Nam,Sedan,5.0,Đã sử dụng,295000000
Mazda,3,2020.0,62000.0,Xăng,Tự động,1.0,Việt Nam,Sedan,5.0,Đã sử dụng,515000000
Ford,Everest,2022.0,39200.0,Dầu,Tự động,,Thái Lan,--,,Đã sử dụng,1330000000
Hyundai,Santa Fe,1981.0,12.0,Xăng,Số sàn,,Việt Nam,--,5.0,Đã sử dụng,99000000
Mitsubishi,Xpander,2020.0,70000.0,Xăng,Tự động,,Đang cập nhật,--,7.0,Đã sử dụng,475000000
Toyota,Camry,1987.0,295000.0,Xăng,Số sàn,,Nhật Bản,Sedan,5.0,Đã sử dụng,51000000
Honda,Brio,2019.0,7.0,Xăng,Tự động,,Nhật Bản,Hatchback,5.0,Đã sử dụng,339000000
Toyota,Camry,2002.0,168.0,Xăng,Tự động,,Việt Nam,--,,Đã sử dụng,158000000
Toyota,Innova,2009.0,215450.0,Xăng,Số sàn,,Đang cập nhật,Minivan (MPV),8.0,Đã sử dụng,190000000
Honda,City,2019.0,50000.0,Xăng,Tự động,1.0,Việt Nam,Sedan,5.0,Đã sử dụng,393000000
Ford,Transit,2013.0,220000.0,Dầu,Số sàn,,Việt Nam,--,,Đã sử dụng,328000000
Ford,EcoSport,2018.0,80000.0,Xăng,Tự động,1.0,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,385000000
Volkswagen,New Beetle,2004.0,70000.0,Xăng,Tự động,,Đức,Mui trần,5.0,Đã sử dụng,460000000
Hyundai,Tucson,2021.0,70000.0,Dầu,Tự động,,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,815000000
Mitsubishi,Pajero,2021.0,200000.0,Xăng,Số sàn,,Nhật Bản,SUV / Cross over,7.0,Đã sử dụng,86000000
Audi,A1,2012.0,666666.0,Xăng,Tự động,,Đức,Coupe (2 cửa),5.0,Đã sử dụng,320000000
Mitsubishi,Jolie,2004.0,150000.0,Xăng,Số sàn,,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,110000000
Toyota,Vios,2014.0,100.0,Xăng,Số sàn,1.0,Việt Nam,Sedan,5.0,Đã sử dụng,175000000
Lexus,RX,2019.0,50000.0,Xăng,Tự động,,Nhật Bản,SUV / Cross over,5.0,Đã sử dụng,2368000000
Toyota,Hilux,2019.0,100000.0,Dầu,Tự động,,Thái Lan,Pick-up (bán tải),5.0,Đã sử dụng,565000000
Toyota,Fortuner,2022.0,65000.0,Dầu,Tự động,1.0,Việt Nam,SUV / Cross over,9.0,Đã sử dụng,950000000
VinFast,Fadil,2020.0,43000.0,Xăng,Tự động,1.0,Việt Nam,Hatchback,5.0,Đã sử dụng,295000000
Chevrolet,Captiva,2015.0,60000.0,Xăng,Tự động,1.0,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,380000000
Toyota,Fortuner,2022.0,127.0,Dầu,Số sàn,1.0,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,859000000
Hyundai,i30,2011.0,73000.0,Xăng,Tự động,,Hàn Quốc,Hatchback,5.0,Đã sử dụng,280000000
Kia,Carens,2011.0,125.0,Xăng,Số sàn,,Việt Nam,Minivan (MPV),7.0,Đã sử dụng,175000000
Toyota,Vios,2025.0,,Xăng,Số sàn,,Việt Nam,--,,Mới,458000000
Kia,Rondo,2017.0,75000.0,Xăng,Tự động,1.0,Hàn Quốc,Minivan (MPV),7.0,Đã sử dụng,270000000
Hyundai,Grand i10,2016.0,100000.0,Xăng,Số sàn,1.0,Ấn Độ,Hatchback,5.0,Đã sử dụng,135000000
Toyota,Vios,2016.0,80000.0,Xăng,Tự động,1.0,Việt Nam,Sedan,5.0,Đã sử dụng,325000000
Ford,Everest,2009.0,245000.0,Dầu,Số sàn,,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,225000000
Toyota,Fortuner,2020.0,80000.0,Dầu,Tự động,1.0,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,855000000
Ford,Transit,2017.0,240000.0,Dầu,Số sàn,,Việt Nam,Van,16.0,Đã sử dụng,350000000
Toyota,Vios,2014.0,150.0,Xăng,Số sàn,,Việt Nam,--,,Đã sử dụng,188000000
Ford,Focus,2013.0,99999.0,Xăng,Tự động,1.0,Việt Nam,Hatchback,5.0,Đã sử dụng,355000000
Honda,CR V,2022.0,48000.0,Xăng,Tự động,1.0,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,910000000
Ford,Fiesta,2015.0,85000.0,Xăng,Tự động,,Mỹ,Sedan,5.0,Đã sử dụng,250000000
